Restaurant_ID,Name,JapaneseName,Station,FirstCategory,SecondCategory,DinnerPrice,LunchPrice,TotalRating,DinnerRating,LunchRating,ReviewNum,Lat,Long,Review_Text,Review_Rating
613,Rojimon  ,露地もん,Karasuma Oike,Izakaya (Tavern),Kyoto Cuisine,￥5000～￥5999,,3.57,3.57,3.0,39,35.0103674756545,135.756446000514,"份量適中，口味中規中矩。 | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | 服務還可以，食物表現平平。 | とても美味しかったです。また来たいと思います。 | 期待以上でした。全ての料理が絶品です。 | 料理精緻好吃，服務態度親切，值得推薦。 | Average experience, food was decent but not exceptional. | 完全超出預期，CP值爆表！ | 期待以上でした。全ての料理が絶品です。 | Great dining experience, will definitely return. | Excellent food and friendly staff. Highly recommend! | Perfection! From the food to the service, everything was flawless. | 料理のクオリティが高く、満足しました。 | The kaiseki course was a work of art. | お好み焼きが本格的で、具材もたっぷり。 | Great value for money, portions were generous. | 抹茶デザートが絶品！甘さ控えめで完璧。 | 料理精緻好吃，服務態度親切，值得推薦。 | 可以試試看，但不會特別推薦。 | Absolutely phenomenal! One of the best meals I've ever had. | It was okay. Nothing particularly memorable. | 串燒烤得恰到好處，調味完美。 | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | とんかつが外はサクサク、中はジューシー。 | Best restaurant in Kyoto, hands down! | 品質很好，價格合理，CP值高。 | The chef is a true artist. Every dish was a masterpiece. | Impressive quality and presentation. | Really enjoyed our meal here. Solid choice! | Very good! Just a few minor details could be improved.",4.133333333333334
614,Aiemuo  ,ＩＭＯ,Shichijo,Pizza,Dining bar,￥2000～￥2999,,3.06,3.06,,2,34.9891015314119,135.762999490922,"The matcha dessert was heavenly! | 大阪燒很道地，料很多很實在。 | 値段に見合った素晴らしい料理でした。 | The kaiseki course was a work of art. | The food was fantastic, service was prompt. | 味は悪くないけど、特別おすすめするほどでもない。 | 環境還不錯，但料理表現普通。 | 環境還不錯，但料理表現普通。 | 抹茶デザートが絶品！甘さ控えめで完璧。 | 和牛品質極佳，口感軟嫩多汁。 | The food was alright, reasonably priced. | 食物水準中等，價格還算可以。 | 沒有太大驚喜，也沒什麼缺點。 | 環境吵雜，用餐體驗不太好。 | 沒有太大驚喜，也沒什麼缺點。 | The okonomiyaki was authentic and delicious. | 普通でした。特に印象に残るものはありませんでした。 | Fair quality, might come back if in the area. | 整體表現優秀，會想再來光顧。 | The food was alright, reasonably priced. | Fair quality, might come back if in the area. | Average experience, food was decent but not exceptional. | 品質很好，價格合理，CP值高。 | 清酒種類豐富，侍酒師推薦得很專業。 | 份量適中，口味中規中矩。 | Fair quality, might come back if in the area. | Middle of the road. Nothing to complain about. | サービスも丁寧で、居心地が良かったです。 | Middle of the road. Nothing to complain about. | 服務態度需要改進，等待時間太長。",3.1666666666666665
615,Al Vere  ,アルヴェーレ,Momoyamagoryomae,Italian,Pasta,￥3000～￥3999, ～￥999,3.0,3.0,3.01,6,34.9332295379167,135.764975879634,"Impressive quality and presentation. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | 食材新鮮，口味道地，很滿意。 | Best restaurant in Kyoto, hands down! | 抹茶デザートが絶品！甘さ控えめで完璧。 | 服務人員很專業，料理水準穩定。 | The tempura was crispy and not oily at all. | The tempura was crispy and not oily at all. | 沒有太大驚喜，也沒什麼缺點。 | Wonderful atmosphere and delicious dishes. | 豬排外酥內嫩，醬汁也很搭。 | Tonkatsu was crispy outside, juicy inside. | お好み焼きが本格的で、具材もたっぷり。 | 拉麵湯頭濃郁，是我喝過最好喝的。 | 普通的餐廳，沒有特別驚艷。 | 和牛のクオリティが素晴らしい。柔らかくてジューシー。 | 普通の居酒屋。次はないかも。 | Excellent food and friendly staff. Highly recommend! | Best ramen I've had in Japan. The broth was perfect. | 品質很好，價格合理，CP值高。 | 服務還可以，食物表現平平。 | Amazing wagyu beef, cooked to perfection. | 份量適中，口味中規中矩。 | 懐石料理の一品一品が芸術品のよう。 | 品質很好，價格合理，CP值高。 | Really enjoyed our meal here. Solid choice! | The food was fantastic, service was prompt. | 天婦羅炸得剛剛好，完全不油膩。 | 普通でした。特に印象に残るものはありませんでした。 | 抹茶甜點超級好吃，不會太甜。",3.6666666666666665
616,Nijoukiduki  ,二條 葵月,Kyoto Shiyakusho Mae,Sushi,Creative cuisine,￥6000～￥7999,￥1000～￥1999,3.57,3.54,3.55,27,35.0135911599358,135.764472407717,"Great value for money, portions were generous. | お寿司が新鮮で、口の中でとろけました！ | 份量適中，口味中規中矩。 | Great dining experience, will definitely return. | 京都に来たら必ず訪れるべきお店。強くおすすめします！ | 素晴らしい！職人の技術が光る一品一品。 | お好み焼きが本格的で、具材もたっぷり。 | とても美味しかったです。また来たいと思います。 | 普通の居酒屋。次はないかも。 | 言葉にできないほど美味しかった！感動しました。 | Five stars aren't enough for this place! | 京都に来たら必ず訪れるべきお店。強くおすすめします！ | Decent place for a quick meal. | Decent place for a quick meal. | 言葉にできないほど美味しかった！感動しました。 | 氣氛很棒，料理也很有特色。 | サービスも丁寧で、居心地が良かったです。 | The tempura was crispy and not oily at all. | 從裝潢到料理都無懈可擊，讚不絕口。 | 環境優雅，適合朋友聚餐或約會。 | 料理のクオリティが高く、満足しました。 | Great dining experience, will definitely return. | Impressive quality and presentation. | Great dining experience, will definitely return. | It was okay. Nothing particularly memorable. | 無可挑剔！服務、環境、食物都是一流水準。 | The chef is a true artist. Every dish was a masterpiece. | 環境優雅，適合朋友聚餐或約會。 | 期待以上でした。全ての料理が絶品です。 | Best ramen I've had in Japan. The broth was perfect.",4.2
617,Hirarinteitemboukaku  ,平林亭  展望閣,Kyoto,Izakaya (Tavern),Kyoto Cuisine,￥3000～￥3999,,3.0,3.0,,1,34.9894197784287,135.760006669268,"サービスも丁寧で、居心地が良かったです。 | 雰囲気も味も最高！特別な日にぴったりです。 | Yakitori was grilled perfectly with great seasoning. | 雰囲気も味も最高！特別な日にぴったりです。 | Mind-blowing experience! Will definitely come back. | お好み焼きが本格的で、具材もたっぷり。 | The tempura was crispy and not oily at all. | 抹茶デザートが絶品！甘さ控えめで完璧。 | Great value for money, portions were generous. | Really enjoyed our meal here. Solid choice! | 期待以上でした。全ての料理が絶品です。 | 天婦羅炸得剛剛好，完全不油膩。 | まあまあですね。期待していたほどではなかった。 | Impressive quality and presentation. | Outstanding in every way. The attention to detail is remarkable. | Great dining experience, will definitely return. | 抹茶甜點超級好吃，不會太甜。 | 服務還可以，食物表現平平。 | Fair quality, might come back if in the area. | 新鮮な食材を使った本格的な味。 | 服務還可以，食物表現平平。 | 味は悪くないけど、特別おすすめするほどでもない。 | Average experience, food was decent but not exceptional. | 串燒烤得恰到好處，調味完美。 | 可以試試看，但不會特別推薦。 | The food was fantastic, service was prompt. | 服務還可以，食物表現平平。 | 食材新鮮，口味道地，很滿意。 | 食材新鮮，口味道地，很滿意。 | 味は悪くないけど、特別おすすめするほどでもない。",3.7
618,Kyoutogiommiyagawachououmie  ,京都祇園 宮川町 近江栄,Kiyomizu Gojo,Wine bar,Bar,￥4000～￥4999,,3.26,3.26,3.05,14,34.9993616809574,135.770777816982,"Beyond expectations! Worth every penny. | 料理精緻好吃，服務態度親切，值得推薦。 | 太棒了！強烈推薦給所有來京都的朋友。 | 服務人員很專業，料理水準穩定。 | Really enjoyed our meal here. Solid choice! | Food arrived cold, service was inattentive. | サービスも丁寧で、居心地が良かったです。 | Great value for money, portions were generous. | Middle of the road. Nothing to complain about. | Really enjoyed our meal here. Solid choice! | Not bad, but there are better options in the area. | 食物水準中等，價格還算可以。 | 普通的餐廳，沒有特別驚艷。 | 可もなく不可もなく。値段相応かな。 | Amazing wagyu beef, cooked to perfection. | まあまあですね。期待していたほどではなかった。 | 言葉にできないほど美味しかった！感動しました。 | 可もなく不可もなく。値段相応かな。 | The food was fantastic, service was prompt. | Yakitori was grilled perfectly with great seasoning. | Decent place for a quick meal. | とても美味しかったです。また来たいと思います。 | Wonderful atmosphere and delicious dishes. | 環境還不錯，但料理表現普通。 | 普通的餐廳，沒有特別驚艷。 | Yakitori was grilled perfectly with great seasoning. | Average experience, food was decent but not exceptional. | 食物水準中等，價格還算可以。 | Five stars aren't enough for this place! | Mind-blowing experience! Will definitely come back.",3.6666666666666665
619,kibunebeniya  ,貴船べにや,Kurama,Kaiseki (Traditional Japanese),Kyoto Cuisine,￥6000～￥7999,￥6000～￥7999,3.54,3.34,3.51,30,35.1167956173022,135.761073216075,"氣氛很棒，料理也很有特色。 | Decent place for a quick meal. | 期待以上でした。全ての料理が絶品です。 | Great value for money, portions were generous. | 很棒的餐廳！食物美味，環境舒適。 | Great value for money, portions were generous. | The food was fantastic, service was prompt. | 抹茶甜點超級好吃，不會太甜。 | The chef is a true artist. Every dish was a masterpiece. | Great value for money, portions were generous. | 雰囲気が良くて、料理も美味しい。おすすめです。 | 焼き鳥が絶妙な焼き加減。味付けも最高。 | Impressive quality and presentation. | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | Outstanding in every way. The attention to detail is remarkable. | 很棒的餐廳！食物美味，環境舒適。 | Great value for money, portions were generous. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | サービスも丁寧で、居心地が良かったです。 | It was okay. Nothing particularly memorable. | 京都第一名餐廳！必須二訪三訪。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | Wonderful atmosphere and delicious dishes. | 新鮮な食材を使った本格的な味。 | 新鮮な食材を使った本格的な味。 | Best ramen I've had in Japan. The broth was perfect. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | Great value for money, portions were generous. | 言葉にできないほど美味しかった！感動しました。 | Great value for money, portions were generous.",4.066666666666666
620,Koikoi  ,コイコイ,Gion Shijo,Yakitori (Grilled chicken),Kushi-age (Fried Skewer),￥2000～￥2999,,3.0,3.0,,14,35.0059291159742,135.770727342295,"お寿司が新鮮で、口の中でとろけました！ | 食物水準中等，價格還算可以。 | 可もなく不可もなく。値段相応かな。 | 豬排外酥內嫩，醬汁也很搭。 | The food was alright, reasonably priced. | 份量很少，口味也很普通。 | とんかつが外はサクサク、中はジューシー。 | 整體表現優秀，會想再來光顧。 | 可もなく不可もなく。値段相応かな。 | 品質很好，價格合理，CP值高。 | 品質很好，價格合理，CP值高。 | 食物水準中等，價格還算可以。 | 服務還可以，食物表現平平。 | 天ぷらがサクサクで、油っぽくない。 | 普通の居酒屋。次はないかも。 | 食物水準中等，價格還算可以。 | The food was alright, reasonably priced. | Middle of the road. Nothing to complain about. | Disappointing. Expected much better. | 味は悪くないけど、特別おすすめするほどでもない。 | Best ramen I've had in Japan. The broth was perfect. | 氣氛很棒，料理也很有特色。 | 食物水準中等，價格還算可以。 | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | 普通でした。特に印象に残るものはありませんでした。 | The food was fantastic, service was prompt. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | Best restaurant in Kyoto, hands down! | Very good! Just a few minor details could be improved.",3.3
621,Suiba  ,すいば 蛸薬師室町店,Karasuma,Stand Bar,Dining bar,￥1000～￥1999,,3.53,3.53,3.12,29,35.0062037641349,135.757006701205,"ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | 很棒的餐廳！食物美味，環境舒適。 | 環境優雅，適合朋友聚餐或約會。 | The kaiseki course was a work of art. | 氣氛很棒，料理也很有特色。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | 最高の体験でした！また絶対に来ます。 | Great value for money, portions were generous. | 壽司超級新鮮，入口即化！ | 料理精緻美味，服務貼心周到，值得五顆星！ | Really enjoyed our meal here. Solid choice! | Great value for money, portions were generous. | Wonderful atmosphere and delicious dishes. | It was okay. Nothing particularly memorable. | Excellent food and friendly staff. Highly recommend! | Beautiful presentation and authentic flavors. | 超越期待！這是我在京都吃過最好的餐廳。 | 新鮮な食材を使った本格的な味。 | Great dining experience, will definitely return. | 新鮮な食材を使った本格的な味。 | 大阪燒很道地，料很多很實在。 | 清酒種類豐富，侍酒師推薦得很專業。 | 豬排外酥內嫩，醬汁也很搭。 | Wonderful atmosphere and delicious dishes. | Lovely place with a cozy ambiance. | The matcha dessert was heavenly! | Five stars aren't enough for this place! | 懐石料理の一品一品が芸術品のよう。 | 料理のクオリティが高く、満足しました。 | 壽司超級新鮮，入口即化！",4.2
622,Bussarakan  ,佛沙羅館,Kiyomizu Gojo,Thailand cooking,Creative cuisine,￥4000～￥4999,￥1000～￥1999,3.14,3.07,3.24,56,34.9997574426168,135.769097938274,"串燒烤得恰到好處，調味完美。 | 環境還不錯，但料理表現普通。 | 言葉にできないほど美味しかった！感動しました。 | サービスも丁寧で、居心地が良かったです。 | 食物水準中等，價格還算可以。 | Perfection! From the food to the service, everything was flawless. | Excellent food and friendly staff. Highly recommend! | Great dining experience, will definitely return. | Service was poor and food was mediocre. | 清酒種類豐富，侍酒師推薦得很專業。 | The sushi was incredibly fresh and melted in my mouth! | 普通的餐廳，沒有特別驚艷。 | とても美味しかったです。また来たいと思います。 | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | 沒有太大驚喜，也沒什麼缺點。 | 食材新鮮，口味道地，很滿意。 | コストパフォーマンスが悪い。 | Amazing wagyu beef, cooked to perfection. | 很棒的餐廳！食物美味，環境舒適。 | とんかつが外はサクサク、中はジューシー。 | 料理精緻美味，服務貼心周到，值得五顆星！ | 完全超出預期，CP值爆表！ | 味は悪くないけど、特別おすすめするほどでもない。 | Service was a bit slow, but food was acceptable. | 食材新鮮，口味道地，很滿意。 | 環境優雅，適合朋友聚餐或約會。 | 新鮮な食材を使った本格的な味。 | Disappointing. Expected much better. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | Service was a bit slow, but food was acceptable.",3.533333333333333
623,Saikouchou  ,彩香鳥,Ogura,Yakitori (Grilled chicken),Izakaya (Tavern),￥3000～￥3999,,3.05,3.06,,1,34.896595325331,135.779503768287,"清酒種類豐富，侍酒師推薦得很專業。 | 味は悪くないけど、特別おすすめするほどでもない。 | とても美味しかったです。また来たいと思います。 | 從裝潢到料理都無懈可擊，讚不絕口。 | Fair quality, might come back if in the area. | 可以試試看，但不會特別推薦。 | Decent place for a quick meal. | Decent place for a quick meal. | 服務還可以，食物表現平平。 | The food was alright, reasonably priced. | 和牛のクオリティが素晴らしい。柔らかくてジューシー。 | 品質很好，價格合理，CP值高。 | It was okay. Nothing particularly memorable. | 服務態度需要改進，等待時間太長。 | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | 品質很好，價格合理，CP值高。 | The food was fantastic, service was prompt. | The kaiseki course was a work of art. | The tempura was crispy and not oily at all. | 可以試試看，但不會特別推薦。 | Lovely place with a cozy ambiance. | 新鮮な食材を使った本格的な味。 | Great dining experience, will definitely return. | 素晴らしい！職人の技術が光る一品一品。 | 服務人員很專業，料理水準穩定。 | The kaiseki course was a work of art. | Incredible atmosphere and world-class cuisine. | 串燒烤得恰到好處，調味完美。 | サービスが悪く、料理も期待以下。 | The sushi was incredibly fresh and melted in my mouth!",3.466666666666667
624,Noukoutoripaitanramemmisora  ,濃厚鶏白湯ラーメン 美空,Kawaramachi,Ramen,Tsukemen, ～￥999, ～￥999,3.09,3.06,3.09,20,35.0012841378747,135.768565480319,"Very good! Just a few minor details could be improved. | 品質很好，價格合理，CP值高。 | Not bad, but there are better options in the area. | Service was a bit slow, but food was acceptable. | 普通でした。特に印象に残るものはありませんでした。 | Lovely place with a cozy ambiance. | Best ramen I've had in Japan. The broth was perfect. | Service was a bit slow, but food was acceptable. | 普通でした。特に印象に残るものはありませんでした。 | 可もなく不可もなく。値段相応かな。 | とても美味しかったです。また来たいと思います。 | 和牛のクオリティが素晴らしい。柔らかくてジューシー。 | 普通的餐廳，沒有特別驚艷。 | 清酒種類豐富，侍酒師推薦得很專業。 | 可もなく不可もなく。値段相応かな。 | 天婦羅炸得剛剛好，完全不油膩。 | コストパフォーマンスが悪い。 | 份量適中，口味中規中矩。 | The okonomiyaki was authentic and delicious. | It was okay. Nothing particularly memorable. | 環境還不錯，但料理表現普通。 | 天婦羅炸得剛剛好，完全不油膩。 | とても美味しかったです。また来たいと思います。 | お好み焼きが本格的で、具材もたっぷり。 | 料理のクオリティが高く、満足しました。 | 份量適中，口味中規中矩。 | 普通的餐廳，沒有特別驚艷。 | 普通的餐廳，沒有特別驚艷。 | 服務還可以，食物表現平平。 | 整體表現優秀，會想再來光顧。",3.4
625,Yakinikutoraji  ,焼肉トラジ 京都店,Kyoto,Yakiniku (BBQ Beef),Horumon (BBQ Offel),￥5000～￥5999,￥1000～￥1999,3.13,3.05,3.25,39,34.9882521084398,135.759027359917,"份量很少，口味也很普通。 | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | The food was alright, reasonably priced. | Average experience, food was decent but not exceptional. | 份量適中，口味中規中矩。 | Lovely place with a cozy ambiance. | お寿司が新鮮で、口の中でとろけました！ | お寿司が新鮮で、口の中でとろけました！ | Not bad, but there are better options in the area. | 品質很好，價格合理，CP值高。 | 普通の居酒屋。次はないかも。 | 料理精緻好吃，服務態度親切，值得推薦。 | Excellent food and friendly staff. Highly recommend! | The food was alright, reasonably priced. | Lovely place with a cozy ambiance. | 清酒種類豐富，侍酒師推薦得很專業。 | The matcha dessert was heavenly! | 素晴らしい！職人の技術が光る一品一品。 | Had better meals elsewhere for less money. | 沒有太大驚喜，也沒什麼缺點。 | 可以試試看，但不會特別推薦。 | Very good! Just a few minor details could be improved. | Not bad, but there are better options in the area. | 食物水準中等，價格還算可以。 | Beautiful presentation and authentic flavors. | 沒有太大驚喜，也沒什麼缺點。 | 食材新鮮，口味道地，很滿意。 | 份量適中，口味中規中矩。 | 値段に見合った素晴らしい料理でした。 | The tempura was crispy and not oily at all.",3.533333333333333
626,Ganko  ,がんこ 京都駅ビル店,Kyoto,Kaiseki (Traditional Japanese),Japanese food (other),￥3000～￥3999,￥1000～￥1999,3.18,3.1,3.18,50,34.9859973602796,135.759638246329,"Excellent food and friendly staff. Highly recommend! | 氣氛很棒，料理也很有特色。 | 份量適中，口味中規中矩。 | 値段に見合った素晴らしい料理でした。 | It was okay. Nothing particularly memorable. | Great sake selection, staff helped us choose perfectly. | 期待落空，可能不會再來了。 | Service was a bit slow, but food was acceptable. | Lovely place with a cozy ambiance. | 整體表現優秀，會想再來光顧。 | Great dining experience, will definitely return. | Yakitori was grilled perfectly with great seasoning. | The food was alright, reasonably priced. | 服務還可以，食物表現平平。 | 食材新鮮，口味道地，很滿意。 | The okonomiyaki was authentic and delicious. | Great sake selection, staff helped us choose perfectly. | 新鮮な食材を使った本格的な味。 | Really enjoyed our meal here. Solid choice! | 和牛品質極佳，口感軟嫩多汁。 | Incredible atmosphere and world-class cuisine. | 壽司超級新鮮，入口即化！ | 很棒的餐廳！食物美味，環境舒適。 | 食物水準中等，價格還算可以。 | The food was fantastic, service was prompt. | 清酒種類豐富，侍酒師推薦得很專業。 | 環境還不錯，但料理表現普通。 | 料理精緻好吃，服務態度親切，值得推薦。 | 環境優雅，適合朋友聚餐或約會。 | The okonomiyaki was authentic and delicious.",3.6333333333333333
627,Sajjoupakuchi  ,三条パクチー,Kyoto Shiyakusho Mae,Thailand cooking,Izakaya (Tavern),￥2000～￥2999, ～￥999,3.52,3.5,3.49,99,35.0090097415401,135.76653439185,"服務還可以，食物表現平平。 | Outstanding in every way. The attention to detail is remarkable. | 料理精緻好吃，服務態度親切，值得推薦。 | Great dining experience, will definitely return. | 抹茶デザートが絶品！甘さ控えめで完璧。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | 言葉にできないほど美味しかった！感動しました。 | 品質很好，價格合理，CP值高。 | Lovely place with a cozy ambiance. | Beautiful presentation and authentic flavors. | Incredible atmosphere and world-class cuisine. | 料理精緻好吃，服務態度親切，值得推薦。 | 壽司超級新鮮，入口即化！ | Great value for money, portions were generous. | Really enjoyed our meal here. Solid choice! | Excellent food and friendly staff. Highly recommend! | The chef is a true artist. Every dish was a masterpiece. | 値段に見合った素晴らしい料理でした。 | お寿司が新鮮で、口の中でとろけました！ | Beautiful presentation and authentic flavors. | Incredible atmosphere and world-class cuisine. | 服務還可以，食物表現平平。 | Wonderful atmosphere and delicious dishes. | 雰囲気が良くて、料理も美味しい。おすすめです。 | 食材新鮮，口味道地，很滿意。 | とても美味しかったです。また来たいと思います。 | Really enjoyed our meal here. Solid choice! | The matcha dessert was heavenly! | お好み焼きが本格的で、具材もたっぷり。 | 普通の居酒屋。次はないかも。",4.1
628,Gionhatanaka  ,祇園畑中,Gion Shijo,Ryokan,Kyoto Cuisine,￥10000～￥14999,￥5000～￥5999,3.65,3.65,3.54,22,35.0023273381457,135.778853676405,"很棒的餐廳！食物美味，環境舒適。 | 從裝潢到料理都無懈可擊，讚不絕口。 | 很棒的餐廳！食物美味，環境舒適。 | Wonderful atmosphere and delicious dishes. | 環境優雅，適合朋友聚餐或約會。 | 天婦羅炸得剛剛好，完全不油膩。 | 天婦羅炸得剛剛好，完全不油膩。 | 從裝潢到料理都無懈可擊，讚不絕口。 | 很棒的餐廳！食物美味，環境舒適。 | 完全超出預期，CP值爆表！ | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | Great dining experience, will definitely return. | 環境還不錯，但料理表現普通。 | 天ぷらがサクサクで、油っぽくない。 | 完璧な料理と素晴らしいサービス。京都で一番好きなお店です。 | Best restaurant in Kyoto, hands down! | とても美味しかったです。また来たいと思います。 | 和牛品質極佳，口感軟嫩多汁。 | The tempura was crispy and not oily at all. | 沒有太大驚喜，也沒什麼缺點。 | Lovely place with a cozy ambiance. | Great sake selection, staff helped us choose perfectly. | サービスも丁寧で、居心地が良かったです。 | 品質很好，價格合理，CP值高。 | 最高の体験でした！また絶対に来ます。 | 焼き鳥が絶妙な焼き加減。味付けも最高。 | The tempura was crispy and not oily at all. | 完美的用餐體驗！每一道菜都令人驚艷。 | Beautiful presentation and authentic flavors. | Tonkatsu was crispy outside, juicy inside.",4.3
629,YURURI  ,ユルリ,Jingu Marutamachi,Izakaya (Tavern),,￥4000～￥4999,￥2000～￥2999,3.17,3.17,3.06,10,35.0157998876016,135.768767504871,"份量適中，口味中規中矩。 | 可もなく不可もなく。値段相応かな。 | Fair quality, might come back if in the area. | Service was a bit slow, but food was acceptable. | 普通的餐廳，沒有特別驚艷。 | 氣氛很棒，料理也很有特色。 | 料理のクオリティが高く、満足しました。 | とんかつが外はサクサク、中はジューシー。 | 環境還不錯，但料理表現普通。 | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | Service was a bit slow, but food was acceptable. | ラーメンのスープが絶品。今まで食べた中で一番美味しい。 | Excellent food and friendly staff. Highly recommend! | 新鮮な食材を使った本格的な味。 | 很棒的餐廳！食物美味，環境舒適。 | 可以試試看，但不會特別推薦。 | 雰囲気も味も最高！特別な日にぴったりです。 | 料理のクオリティが高く、満足しました。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | 氣氛很棒，料理也很有特色。 | Very good! Just a few minor details could be improved. | Decent place for a quick meal. | The food was alright, reasonably priced. | Decent place for a quick meal. | 拉麵湯頭濃郁，是我喝過最好喝的。 | The portions were tiny for the price. | 料理のクオリティが高く、満足しました。 | The food was fantastic, service was prompt. | 味は悪くないけど、特別おすすめするほどでもない。 | 食材新鮮，口味道地，很滿意。",3.566666666666667
630,Yakinikushoukakuoukiyamachitei  ,焼肉匠覚王木屋町亭,Sanjo,Yakiniku (BBQ Beef),Gyutan (Beef tongue),￥3000～￥3999,,3.06,3.06,,15,35.0070330674757,135.769909480337,"とても美味しかったです。また来たいと思います。 | 服務還可以，食物表現平平。 | サービスも丁寧で、居心地が良かったです。 | 料理精緻好吃，服務態度親切，值得推薦。 | Very good! Just a few minor details could be improved. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | 天婦羅炸得剛剛好，完全不油膩。 | Very good! Just a few minor details could be improved. | Service was a bit slow, but food was acceptable. | サービスも丁寧で、居心地が良かったです。 | 値段に見合った素晴らしい料理でした。 | とんかつが外はサクサク、中はジューシー。 | 服務人員很專業，料理水準穩定。 | Very good! Just a few minor details could be improved. | Service was a bit slow, but food was acceptable. | 懷石料理每一道都很精緻，視覺與味覺的雙重享受。 | 食物水準中等，價格還算可以。 | Beautiful presentation and authentic flavors. | 普通でした。特に印象に残るものはありませんでした。 | 値段に見合った素晴らしい料理でした。 | Five stars aren't enough for this place! | 完璧な料理と素晴らしいサービス。京都で一番好きなお店です。 | 天婦羅炸得剛剛好，完全不油膩。 | 味は悪くないけど、特別おすすめするほどでもない。 | 環境還不錯，但料理表現普通。 | 天婦羅炸得剛剛好，完全不油膩。 | Excellent food and friendly staff. Highly recommend! | 雰囲気が良くて、料理も美味しい。おすすめです。 | Decent place for a quick meal. | 可以試試看，但不會特別推薦。",3.6
631,Houshouan  ,烹祥庵,Gion Shijo,Kyoto Cuisine,Tofu,￥4000～￥4999,,3.03,3.03,,6,35.0050605229677,135.771185298533,"Fair quality, might come back if in the area. | 天婦羅炸得剛剛好，完全不油膩。 | 完全超出預期，CP值爆表！ | 品質很好，價格合理，CP值高。 | 服務人員很專業，料理水準穩定。 | Impressive quality and presentation. | The portions were tiny for the price. | Five stars aren't enough for this place! | 日本酒の種類が豊富で、ソムリエの説明も丁寧。 | Middle of the road. Nothing to complain about. | 和牛品質極佳，口感軟嫩多汁。 | It was okay. Nothing particularly memorable. | 新鮮な食材を使った本格的な味。 | 氣氛很棒，料理也很有特色。 | 料理のクオリティが高く、満足しました。 | 拉麵湯頭濃郁，是我喝過最好喝的。 | 豬排外酥內嫩，醬汁也很搭。 | 普通でした。特に印象に残るものはありませんでした。 | Wonderful atmosphere and delicious dishes. | 沒有太大驚喜，也沒什麼缺點。 | Great dining experience, will definitely return. | 雰囲気が良くて、料理も美味しい。おすすめです。 | 普通的餐廳，沒有特別驚艷。 | It was okay. Nothing particularly memorable. | 抹茶甜點超級好吃，不會太甜。 | Great dining experience, will definitely return. | 大阪燒很道地，料很多很實在。 | 食材新鮮，口味道地，很滿意。 | 沒有太大驚喜，也沒什麼缺點。 | 日本酒の種類が豊富で、ソムリエの説明も丁寧。",3.533333333333333
632,Kankokuanjupontochourinanha  ,韓国酒肴　先斗町　李南河,Gion Shijo,Korean cuisine,Asian & ethnic cuisine (and others),￥4000～￥4999,,3.56,3.56,,52,35.005508525544,135.770895579745,"雰囲気が良くて、料理も美味しい。おすすめです。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | 超越期待！這是我在京都吃過最好的餐廳。 | Absolutely phenomenal! One of the best meals I've ever had. | とんかつが外はサクサク、中はジューシー。 | 整體表現優秀，會想再來光顧。 | Mind-blowing experience! Will definitely come back. | The food was fantastic, service was prompt. | 大阪燒很道地，料很多很實在。 | 氣氛很棒，料理也很有特色。 | 環境優雅，適合朋友聚餐或約會。 | 焼き鳥が絶妙な焼き加減。味付けも最高。 | Great dining experience, will definitely return. | 新鮮な食材を使った本格的な味。 | 和牛品質極佳，口感軟嫩多汁。 | Wonderful atmosphere and delicious dishes. | お好み焼きが本格的で、具材もたっぷり。 | It was okay. Nothing particularly memorable. | Great value for money, portions were generous. | Impressive quality and presentation. | Wonderful atmosphere and delicious dishes. | 天ぷらがサクサクで、油っぽくない。 | サービスも丁寧で、居心地が良かったです。 | 拉麵湯頭濃郁，是我喝過最好喝的。 | 串燒烤得恰到好處，調味完美。 | 天婦羅炸得剛剛好，完全不油膩。 | 雰囲気が良くて、料理も美味しい。おすすめです。 | The food was fantastic, service was prompt. | 品質很好，價格合理，CP值高。 | 超越期待！這是我在京都吃過最好的餐廳。",4.2
